accession	species	superkingdom	phylum	class	order	family	genus	data_type
Klebsiella_variicola_enterobacteria_GCF_049262525.1	Klebsiella variicola		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised
Escherichia_coli_E._coli_GCA_050516345.1	Escherichia coli		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	supervised
Klebsiella_pneumoniae_enterobacteria_GCF_050425875.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised
GCF_000214015.3_version_140606_genomic	Ostreococcus tauri		Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	supervised
Klebsiella_pneumoniae_enterobacteria_GCF_050507665.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised
Pseudomonadaceae_bacterium_g-proteobacteria_GCA_965284505.1	Pseudomonadaceae bacterium		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		supervised
Cyclobacteriaceae_bacterium_CFB_group_bacteria_GCA_965284605.1	Cyclobacteriaceae bacterium		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae		supervised
Xanthomonas_oryzae_pv._oryzicola_g-proteobacteria_GCF_050408095.1	Xanthomonas oryzae		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	supervised
Balneola_sp._bacteria_GCA_965284405.1	Balneola sp.		Balneolota	Balneolia	Balneolales	Balneolaceae	Balneola	supervised
Leuconostoc_mesenteroides_firmicutes_GCA_050516325.1	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
Escherichia_coli_E._coli_GCA_047852745.2	Escherichia coli		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	supervised
Xanthomonas_oryzae_pv._oryzicola_g-proteobacteria_GCF_050408085.1	Xanthomonas oryzae		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	supervised
Niallia_sp._Krafla_26_firmicutes_GCF_050389805.1	Niallia sp. Kr1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	supervised
Microcystis_ichthyoblabe_FBCC-A1114_cyanobacteria_GCF_050500245.1	Microcystis ichthyoblabe		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
Oceanicaulis_sp._a-proteobacteria_GCA_965284655.1	Oceanicaulis sp.		Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis	supervised
Klebsiella_pneumoniae_enterobacteria_GCA_047335505.2	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised
Thalassolituus_sp._LLYu03_g-proteobacteria_GCF_050507655.1	Thalassolituus sp. LLYu03		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	supervised
Vicingaceae_bacterium_CFB_group_bacteria_GCA_965284565.1	Vicingaceae bacterium		Bacteroidota	Flavobacteriia	Flavobacteriales	Vicingaceae		supervised
GCF_000165345.1_ASM16534v1_genomic	Cryptosporidium parvum		Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	supervised
Crocinitomicaceae_bacterium_CFB_group_bacteria_GCA_965284445.1	Crocinitomicaceae bacterium		Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		supervised
Robbsia_andropogonis_b-proteobacteria_GCF_050430075.1	Robbsia andropogonis		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia	supervised
NC_009135	NC_009135							unsupervised
NC_007426	NC_007426							unsupervised
NC_002516	NC_002516							unsupervised
NC_009376	NC_009376							unsupervised
CP000680	CP000680							unsupervised
CP000820	CP000820							unsupervised
CP069362	CP069362							unsupervised
NC_011726	NC_011726							unsupervised
CP069353	CP069353							unsupervised
CP069361	CP069361							unsupervised
NC_009718	NC_009718							unsupervised
NC_002978	NC_002978							unsupervised
NC_011766	NC_011766							unsupervised
NC_002754	NC_002754							unsupervised
NC_000854	NC_000854							unsupervised
NC_006396	NC_006396							unsupervised
NC_000913	NC_000913							unsupervised
NC_000909	NC_000909							unsupervised
CP069367	CP069367							unsupervised
CP063944	CP063944							unsupervised
NC_001137	NC_001137							unsupervised
NC_001136	NC_001136							unsupervised
NC_000916	NC_000916							unsupervised
NC_000964	NC_000964							unsupervised
CP069365	CP069365							unsupervised
CP069363	CP069363							unsupervised
NC_003552	NC_003552							unsupervised
CP069366	CP069366							unsupervised
CP071081	CP071081							unsupervised
NC_013156	NC_013156							unsupervised
CP069364	CP069364							unsupervised
NC_000917	NC_000917							unsupervised
NC_000868	NC_000868							unsupervised
Giardia_lamblia.GL2.dna.toplevel	Giardia_lamblia.GL2.dna.toplevel							unsupervised
Giardia_intestinalis_gca_000498715.ASM49871v1.dna.toplevel	Giardia duodenalis		Fornicata		Diplomonadida	Hexamitidae	Giardia	unsupervised
Blastocystis_hominis_gca_000151665.ASM15166v1.dna.toplevel	Blastocystis hominis			Bigyra	Opalinata	Blastocystidae	Blastocystis	unsupervised
GCF_014698065.1_ASM1469806v1_genomic	Nostoc flagelliforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	unsupervised
Phytomonas_sp_isolate_em1_gca_000582765.AKH_PRJEB1535_v1.dna.toplevel	Phytomonas sp		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Phytomonas	unsupervised
Plasmodium_vinckei_vinckei_gca_000709005.Plas_vinc_vinckei_V1.dna.toplevel	Plasmodium vinckei		Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	unsupervised
Giardia_intestinalis_assemblage_b_gca_001543975.G_duodenalis_AssB_BAH15c1.dna.toplevel	Giardia duodenalis		Fornicata		Diplomonadida	Hexamitidae	Giardia	unsupervised
Plasmodium_berghei.PBANKA01.dna.toplevel	Plasmodium_berghei.PBANKA01.dna.toplevel							unsupervised
Plasmodium_chabaudi.PCHAS01.dna.toplevel	Plasmodium_chabaudi.PCHAS01.dna.toplevel							unsupervised
Phytomonas_sp_isolate_hart1_gca_000982615.AKI_PRJEB1539_v1.dna.toplevel	Phytomonas sp		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Phytomonas	unsupervised
Spironucleus_salmonicida_gca_000497125.SSK3.0.dna.toplevel	Spironucleus salmonicida		Fornicata		Diplomonadida	Hexamitidae	Spironucleus	unsupervised
Giardia_lamblia_p15_gca_000182665.ASM18266v1.dna.toplevel	Giardia duodenalis		Fornicata		Diplomonadida	Hexamitidae	Giardia	unsupervised
Babesia_bigemina_gca_000981445.Bbig001.dna.toplevel	Babesia bigemina		Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	unsupervised
Entamoeba_histolytica_gca_001662325.Ehistolytica_2016.dna.toplevel	Entamoeba histolytica		Evosea		Mastigamoebida	Entamoebidae	Entamoeba	unsupervised
Gregarina_niphandrodes_gca_000223845.GNI3.dna.toplevel	Gregarina niphandrodes		Apicomplexa	Conoidasida	Eugregarinorida	Gregarinidae	Gregarina	unsupervised
GCF_027663505.1_ASM2766350v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_004305995.1_ASM430599v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_026616915.1_ASM2661691v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_014280035.1_ASM1428003v1_genomic	Synechococcus sp. A18-25c		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020088785.1_ASM2008878v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020244595.1_ASM2024459v1_genomic	Microcystis sp. M63BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_023650955.1_ASM2365095v1_genomic	Thermosynechococcus sp. HN-54		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_019325005.1_ASM1932500v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_047462475.1_ASM4746247v1_genomic	Synechococcus sp. H55.11		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_028620235.1_ASM2862023v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000760255.1_ASM76025v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_018993745.1_ASM1899374v1_genomic	Leuconostoc fallax		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_015841355.1_ASM1584135v1_genomic	Synechococcus sp. CBW1107		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_024345835.1_ASM2434583v1_genomic	Synechococcus sp. HJ21-Hayes		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_046316335.1_ASM4631633v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_964245805.1_public_SRR11456915_metawrap_bin.3_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_024345735.1_ASM2434573v1_genomic	Synechococcus lacustris		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_027675625.1_ASM2767562v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_001180245.1_CLC_assembled_contigs_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_963870475.1_ena-yuan-GCF_001693275.1_genomic	Picosynechococcus sp. PCC 7117		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised
GCF_047720665.1_ASM4772066v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020089375.1_ASM2008937v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_019656035.1_ASM1965603v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036919595.1_ASM3691959v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_000330925.1_MicAerT1.0_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_027359415.1_ASM2735941v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_036917675.1_ASM3691767v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_002608345.1_ASM260834v1_genomic	Nostoc linckia		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_046306815.1_ASM4630681v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_029379315.1_ASM2937931v1_genomic	Nostoc sp. S13		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_014698835.1_ASM1469883v1_genomic	Nostoc paludosum		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_000586015.1_SynSpo.0_genomic	Candidatus Synechococcus spongiarum		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047304245.1_ASM4730424v1_genomic	Synechococcus sp. MIT S9452		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_022984265.1_ASM2298426v1_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_002115685.1_ASM211568v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_019655995.1_ASM1965599v1_genomic	Leuconostoc holzapfelii		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_028330705.1_ASM2833070v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_020246405.1_ASM2024640v1_genomic	Microcystis sp. M083S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_014217855.1_ASM1421785v1_genomic	Synechococcus sp. HK01-R		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020245545.1_ASM2024554v1_genomic	Microcystis sp. M065S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_047462395.1_ASM4746239v1_genomic	Synechococcus sp. H55.7		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020245825.1_ASM2024582v1_genomic	Microcystis sp. M176S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_047461855.1_ASM4746185v1_genomic	Synechococcus sp. R60.3		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000312265.1_ASM31226v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_027942295.1_ASM2794229v1_genomic	Pseudanabaena sp. Chao 1811		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised
GCF_000760355.1_ASM76035v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_047725245.1_ASM4772524v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036917975.1_ASM3691797v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_027532015.1_ASM2753201v1_genomic	Microcystis sp. LE19-131.1A		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_000012505.1_ASM1250v1_genomic	Synechococcus sp. CC9902		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047302725.1_ASM4730272v1_genomic	Prochlorococcus sp. Dvax-bc1017		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_047502745.1_ASM4750274v1_genomic	Synechococcus sp. F70.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_014634865.1_ASM1463486v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047305155.1_ASM4730515v1_genomic	Prochlorococcus sp. MIT 0916		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_020246185.1_ASM2024618v1_genomic	Microcystis sp. M113S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_030518695.1_ASM3051869v1_genomic	Thermosynechococcus sp. PP45		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_019927125.1_ASM1992712v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_038320945.1_ASM3832094v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_018502385.1_ASM1850238v1_genomic	Synechococcus sp. LA31		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047727595.1_ASM4772759v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_028620055.1_ASM2862005v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002760375.1_ASM276037v1_genomic	Synechococcus sp. 60AY4M2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020246665.1_ASM2024666v1_genomic	Microcystis sp. M045S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_026240235.1_ASM2624023v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_027676085.1_ASM2767608v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000196515.1_ASM19651v1_genomic	Trichormus azollae		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Trichormus	supervised
GCF_027531715.1_ASM2753171v1_genomic	Microcystis sp. LE19-8.1F		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_019038465.1_ASM1903846v1_genomic	Synechococcus sp. CCY 0621		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_029823355.1_ASM2982335v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_009913915.1_ASM991391v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020246215.1_ASM2024621v1_genomic	Microcystis sp. M112S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_036918095.1_ASM3691809v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_028328965.1_ASM2832896v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_020088885.1_ASM2008888v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_014698735.1_ASM1469873v1_genomic	Anabaena catenula		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised
GCF_026810245.1_ASM2681024v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_031583335.1_ASM3158333v1_genomic	Thermosynechococcus sp. WL11		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_047461755.1_ASM4746175v1_genomic	Synechococcus sp. R65.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_964247315.1_public_SRR14721954_metawrap_bin.4_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_025188685.1_ASM2518868v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020246965.1_ASM2024696v1_genomic	Microcystis sp. M110S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_002092245.1_ASM209224v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047497125.1_ASM4749712v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_000317065.1_ASM31706v1_genomic	Thalassoporum mexicanum		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Thalassoporaceae	Thalassoporum	supervised
GCF_047303045.1_ASM4730304v1_genomic	Synechococcus sp. MIT S9508		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020245725.1_ASM2024572v1_genomic	Microcystis sp. M038S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_014696335.1_ASM1469633v1_genomic	Anabaena sp. FACHB-1250		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised
GCF_014634765.1_ASM1463476v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020089285.1_ASM2008928v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_028619495.1_ASM2861949v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_023630635.1_ASM2363063v1_genomic	Synechococcus sp. MU1651		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_002425565.1_ASM242556v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
