accession	accession_full	species	superkingdom	phylum	class	order	family	genus	data_type	source
GCF_050500145.1	Neorhizobium_sp._IRS_2294_a-proteobacteria_GCF_050500145.1	Neorhizobium sp. IRS_2294		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Neorhizobium	supervised	NCBI_RefSeq
GCF_000092065.1	GCF_000092065.1_ASM9206v1_genomic	Ostreococcus sp. 'lucimarinus'		Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	supervised	NCBI_RefSeq
GCF_000003225.4	GCF_000003225.4_ASM322v1_genomic	Theileria annulata		Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	Theileria	supervised	NCBI_RefSeq
GCF_050500345.1	Alteromonas_sp._4B03_g-proteobacteria_GCF_050500345.1	Alteromonas sp. 4B03		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	supervised	NCBI_RefSeq
GCF_000442555.1	GCF_000442555.1_CFSAN001086_1.0_genomic	Paenibacillus alvei		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	supervised	NCBI_RefSeq
GCF_050389775.1	Marinibacterium_sp._SX1_a-proteobacteria_GCF_050389775.1	Marinibacterium sp. SX1		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Marinibacterium	supervised	NCBI_RefSeq
GCA_050408005.1	Klebsiella_pneumoniae_enterobacteria_GCA_050408005.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_GenBank
GCA_047714045.2	Klebsiella_pneumoniae_enterobacteria_GCA_047714045.2	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_GenBank
GCF_002078855.1	GCF_002078855.1_ASM207885v1_genomic	Lactococcus lactis		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	supervised	NCBI_RefSeq
GCA_050516365.1	Escherichia_coli_E._coli_GCA_050516365.1	Escherichia coli		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	supervised	NCBI_GenBank
GCF_000442595.1	GCF_000442595.1_ASM44259v1_genomic	Cycloclasticus zancles		Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	supervised	NCBI_RefSeq
GCF_050499175.1	Pseudomonas_aeruginosa_g-proteobacteria_GCF_050499175.1	Pseudomonas aeruginosa		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCF_050498605.1	Propionibacterium_freudenreichii_high_G+C_Gram-positive_bacteria_GCF_050498605.1	Propionibacterium freudenreichii		Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionibacterium	supervised	NCBI_RefSeq
GCA_050516505.1	Citrobacter_sp._OP27_enterobacteria_GCA_050516505.1	Citrobacter sp. OP27		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	supervised	NCBI_GenBank
GCF_000143165.1	GCF_000143165.1_ASM14316v1_genomic	GCF_000143165.1_ASM14316v1_genomic							supervised	NCBI_RefSeq
GCF_965282925.1	Klebsiella_pneumoniae_enterobacteria_GCF_965282925.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCF_050408075.1	Xanthomonas_oryzae_pv._oryzicola_g-proteobacteria_GCF_050408075.1	Xanthomonas oryzae		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	supervised	NCBI_RefSeq
GCA_050516355.1	Escherichia_coli_E._coli_GCA_050516355.1	Escherichia coli		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	supervised	NCBI_GenBank
GCF_050500215.1	Streptomyces_sp._P10-4_high_G+C_Gram-positive_bacteria_GCF_050500215.1	Streptomyces sp. P10-4		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	supervised	NCBI_RefSeq
GCF_050407865.1	Bifidobacterium_dentium_high_G+C_Gram-positive_bacteria_GCF_050407865.1	Bifidobacterium dentium		Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	supervised	NCBI_RefSeq
GCF_050499725.1	Pseudomonas_aeruginosa_g-proteobacteria_GCF_050499725.1	Pseudomonas aeruginosa		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	supervised	NCBI_RefSeq
GCA_032629085.2	Campylobacter_coli_e-proteobacteria_GCA_032629085.2	Campylobacter coli		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	supervised	NCBI_GenBank
GCF_046621105.2	Klebsiella_pneumoniae_enterobacteria_GCF_046621105.2	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCF_050500305.1	Klebsiella_pneumoniae_enterobacteria_GCF_050500305.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCA_050407975.1	Klebsiella_pneumoniae_enterobacteria_GCA_050407975.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_GenBank
GCF_965284685.1	Sphingorhabdus_contaminans_a-proteobacteria_GCF_965284685.1	Sphingorhabdus contaminans		Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingorhabdaceae	Sphingorhabdus	supervised	NCBI_RefSeq
GCA_050516315.1	Aeromonas_salmonicida_subsp._pectinolytica_g-proteobacteria_GCA_050516315.1	Aeromonas salmonicida		Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	supervised	NCBI_GenBank
GCF_965284295.1	Ferrovibrio_sp._a-proteobacteria_GCF_965284295.1	Ferrovibrio sp.		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ferrovibrio	supervised	NCBI_RefSeq
GCF_049262525.1	Klebsiella_variicola_enterobacteria_GCF_049262525.1	Klebsiella variicola		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCA_050516345.1	Escherichia_coli_E._coli_GCA_050516345.1	Escherichia coli		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	supervised	NCBI_GenBank
GCF_050425875.1	Klebsiella_pneumoniae_enterobacteria_GCF_050425875.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCF_000214015.3	GCF_000214015.3_version_140606_genomic	Ostreococcus tauri		Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	supervised	NCBI_RefSeq
GCF_050507665.1	Klebsiella_pneumoniae_enterobacteria_GCF_050507665.1	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_RefSeq
GCA_965284505.1	Pseudomonadaceae_bacterium_g-proteobacteria_GCA_965284505.1	Pseudomonadaceae bacterium		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		supervised	NCBI_GenBank
GCA_965284605.1	Cyclobacteriaceae_bacterium_CFB_group_bacteria_GCA_965284605.1	Cyclobacteriaceae bacterium		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae		supervised	NCBI_GenBank
GCF_050408095.1	Xanthomonas_oryzae_pv._oryzicola_g-proteobacteria_GCF_050408095.1	Xanthomonas oryzae		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	supervised	NCBI_RefSeq
GCA_965284405.1	Balneola_sp._bacteria_GCA_965284405.1	Balneola sp.		Balneolota	Balneolia	Balneolales	Balneolaceae	Balneola	supervised	NCBI_GenBank
GCA_050516325.1	Leuconostoc_mesenteroides_firmicutes_GCA_050516325.1	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_GenBank
GCA_047852745.2	Escherichia_coli_E._coli_GCA_047852745.2	Escherichia coli		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	supervised	NCBI_GenBank
GCF_050408085.1	Xanthomonas_oryzae_pv._oryzicola_g-proteobacteria_GCF_050408085.1	Xanthomonas oryzae		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	supervised	NCBI_RefSeq
GCF_050389805.1	Niallia_sp._Krafla_26_firmicutes_GCF_050389805.1	Niallia sp. Kr1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	supervised	NCBI_RefSeq
GCF_050500245.1	Microcystis_ichthyoblabe_FBCC-A1114_cyanobacteria_GCF_050500245.1	Microcystis ichthyoblabe		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCA_965284655.1	Oceanicaulis_sp._a-proteobacteria_GCA_965284655.1	Oceanicaulis sp.		Pseudomonadota	Alphaproteobacteria	Maricaulales	Maricaulaceae	Oceanicaulis	supervised	NCBI_GenBank
GCA_047335505.2	Klebsiella_pneumoniae_enterobacteria_GCA_047335505.2	Klebsiella pneumoniae		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	supervised	NCBI_GenBank
GCF_050507655.1	Thalassolituus_sp._LLYu03_g-proteobacteria_GCF_050507655.1	Thalassolituus sp. LLYu03		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	supervised	NCBI_RefSeq
GCA_965284565.1	Vicingaceae_bacterium_CFB_group_bacteria_GCA_965284565.1	Vicingaceae bacterium		Bacteroidota	Flavobacteriia	Flavobacteriales	Vicingaceae		supervised	NCBI_GenBank
GCF_000165345.1	GCF_000165345.1_ASM16534v1_genomic	Cryptosporidium parvum		Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	supervised	NCBI_RefSeq
GCA_965284445.1	Crocinitomicaceae_bacterium_CFB_group_bacteria_GCA_965284445.1	Crocinitomicaceae bacterium		Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		supervised	NCBI_GenBank
GCF_050430075.1	Robbsia_andropogonis_b-proteobacteria_GCF_050430075.1	Robbsia andropogonis		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia	supervised	NCBI_RefSeq
GCF_014698065.1	GCF_014698065.1_ASM1469806v1_genomic	Nostoc flagelliforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	unsupervised	NCBI_RefSeq
GCF_027663505.1	GCF_027663505.1_ASM2766350v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_004305995.1	GCF_004305995.1_ASM430599v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_026616915.1	GCF_026616915.1_ASM2661691v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014280035.1	GCF_014280035.1_ASM1428003v1_genomic	Synechococcus sp. A18-25c		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020088785.1	GCF_020088785.1_ASM2008878v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020244595.1	GCF_020244595.1_ASM2024459v1_genomic	Microcystis sp. M63BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_023650955.1	GCF_023650955.1_ASM2365095v1_genomic	Thermosynechococcus sp. HN-54		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_019325005.1	GCF_019325005.1_ASM1932500v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_047462475.1	GCF_047462475.1_ASM4746247v1_genomic	Synechococcus sp. H55.11		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_028620235.1	GCF_028620235.1_ASM2862023v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000760255.1	GCF_000760255.1_ASM76025v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_018993745.1	GCF_018993745.1_ASM1899374v1_genomic	Leuconostoc fallax		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_015841355.1	GCF_015841355.1_ASM1584135v1_genomic	Synechococcus sp. CBW1107		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_024345835.1	GCF_024345835.1_ASM2434583v1_genomic	Synechococcus sp. HJ21-Hayes		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_046316335.1	GCF_046316335.1_ASM4631633v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_964245805.1	GCF_964245805.1_public_SRR11456915_metawrap_bin.3_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_024345735.1	GCF_024345735.1_ASM2434573v1_genomic	Synechococcus lacustris		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_027675625.1	GCF_027675625.1_ASM2767562v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_001180245.1	GCF_001180245.1_CLC_assembled_contigs_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_963870475.1	GCF_963870475.1_ena-yuan-GCF_001693275.1_genomic	Picosynechococcus sp. PCC 7117		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised	NCBI_RefSeq
GCF_047720665.1	GCF_047720665.1_ASM4772066v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020089375.1	GCF_020089375.1_ASM2008937v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_019656035.1	GCF_019656035.1_ASM1965603v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036919595.1	GCF_036919595.1_ASM3691959v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000330925.1	GCF_000330925.1_MicAerT1.0_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_027359415.1	GCF_027359415.1_ASM2735941v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_036917675.1	GCF_036917675.1_ASM3691767v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_002608345.1	GCF_002608345.1_ASM260834v1_genomic	Nostoc linckia		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_046306815.1	GCF_046306815.1_ASM4630681v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_029379315.1	GCF_029379315.1_ASM2937931v1_genomic	Nostoc sp. S13		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_014698835.1	GCF_014698835.1_ASM1469883v1_genomic	Nostoc paludosum		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_000586015.1	GCF_000586015.1_SynSpo.0_genomic	Candidatus Synechococcus spongiarum		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047304245.1	GCF_047304245.1_ASM4730424v1_genomic	Synechococcus sp. MIT S9452		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_022984265.1	GCF_022984265.1_ASM2298426v1_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_002115685.1	GCF_002115685.1_ASM211568v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_019655995.1	GCF_019655995.1_ASM1965599v1_genomic	Leuconostoc holzapfelii		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_028330705.1	GCF_028330705.1_ASM2833070v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_020246405.1	GCF_020246405.1_ASM2024640v1_genomic	Microcystis sp. M083S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_014217855.1	GCF_014217855.1_ASM1421785v1_genomic	Synechococcus sp. HK01-R		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020245545.1	GCF_020245545.1_ASM2024554v1_genomic	Microcystis sp. M065S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047462395.1	GCF_047462395.1_ASM4746239v1_genomic	Synechococcus sp. H55.7		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020245825.1	GCF_020245825.1_ASM2024582v1_genomic	Microcystis sp. M176S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047461855.1	GCF_047461855.1_ASM4746185v1_genomic	Synechococcus sp. R60.3		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_000312265.1	GCF_000312265.1_ASM31226v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_027942295.1	GCF_027942295.1_ASM2794229v1_genomic	Pseudanabaena sp. Chao 1811		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised	NCBI_RefSeq
GCF_000760355.1	GCF_000760355.1_ASM76035v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_047725245.1	GCF_047725245.1_ASM4772524v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036917975.1	GCF_036917975.1_ASM3691797v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_027532015.1	GCF_027532015.1_ASM2753201v1_genomic	Microcystis sp. LE19-131.1A		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_000012505.1	GCF_000012505.1_ASM1250v1_genomic	Synechococcus sp. CC9902		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047302725.1	GCF_047302725.1_ASM4730272v1_genomic	Prochlorococcus sp. Dvax-bc1017		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_047502745.1	GCF_047502745.1_ASM4750274v1_genomic	Synechococcus sp. F70.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_014634865.1	GCF_014634865.1_ASM1463486v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047305155.1	GCF_047305155.1_ASM4730515v1_genomic	Prochlorococcus sp. MIT 0916		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_020246185.1	GCF_020246185.1_ASM2024618v1_genomic	Microcystis sp. M113S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_030518695.1	GCF_030518695.1_ASM3051869v1_genomic	Thermosynechococcus sp. PP45		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_019927125.1	GCF_019927125.1_ASM1992712v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_038320945.1	GCF_038320945.1_ASM3832094v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_018502385.1	GCF_018502385.1_ASM1850238v1_genomic	Synechococcus sp. LA31		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047727595.1	GCF_047727595.1_ASM4772759v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_028620055.1	GCF_028620055.1_ASM2862005v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002760375.1	GCF_002760375.1_ASM276037v1_genomic	Synechococcus sp. 60AY4M2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020246665.1	GCF_020246665.1_ASM2024666v1_genomic	Microcystis sp. M045S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_026240235.1	GCF_026240235.1_ASM2624023v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_027676085.1	GCF_027676085.1_ASM2767608v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000196515.1	GCF_000196515.1_ASM19651v1_genomic	Trichormus azollae		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Trichormus	supervised	NCBI_RefSeq
GCF_027531715.1	GCF_027531715.1_ASM2753171v1_genomic	Microcystis sp. LE19-8.1F		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
